"Bevolking en huishoudens; viercijferige postcode, 1 januari 2006";;;;;;;;;;;
Onderwerpen;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Lokalisering van de postcode;;
Onderwerpen;Totaal allochtonen;Westerse allochtonen;Niet-westerse allochtonen;Totaal particuliere huishoudens;Eenpersoonshuishoudens;Meerpersoonshuishoudens zonder kinderen;Meerpersoonshuishoudens met kinderen;Gemiddelde huishoudensgrootte;Gemeentenaam;;totaalpers
Postcodes op 1 januari;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;naam;;
9632 Menterwolde;5;0;0;25;5;10;10;2.46;Menterwolde;;61.5
9633 Menterwolde;10;5;5;45;5;15;20;2.93;Menterwolde;;131.85
9635 Menterwolde;105;80;30;800;200;295;305;2.37;Menterwolde;;1896
9636 Menterwolde;255;160;95;1555;320;555;675;2.52;Menterwolde;;3918.6
9641 Veendam;585;260;325;2785;1095;980;705;2.01;Veendam;;5597.85
9642 Veendam;1045;480;560;3535;1030;1190;1310;2.28;Veendam;;8059.8
9644 Veendam;105;80;25;700;150;250;305;2.5;Veendam;;1750
9645 Veendam;730;160;570;1905;605;635;665;2.23;Veendam;;4248.15
9646 Veendam;230;110;120;900;175;285;445;2.69;Veendam;;2421
9648 Veendam;350;235;110;2195;480;775;945;2.49;Veendam;;5465.55
9649 Menterwolde;255;180;70;1970;520;665;790;2.36;Menterwolde;;4649.2
9651 Menterwolde;85;65;20;750;170;255;325;2.49;Menterwolde;;1867.5
9654 Aa en Hunze;20;15;5;170;40;60;70;2.48;Aa en Hunze;;421.6
9655 Aa en Hunze;5;5;0;50;10;25;20;2.56;Aa en Hunze;;128
9656 Aa en Hunze;5;5;0;65;10;30;30;2.75;Aa en Hunze;;178.75
9657 Aa en Hunze;0;0;5;40;10;15;20;2.72;Aa en Hunze;;108.8
9658 Aa en Hunze;20;15;5;175;25;60;80;2.66;Aa en Hunze;;465.5
9659 Aa en Hunze;10;10;0;105;30;40;35;2.26;Aa en Hunze;;237.3
9661 Stadskanaal;80;70;10;540;120;185;230;2.54;Stadskanaal;;1371.6
9662 Pekela;5;5;0;5;0;5;0;2.83;Pekela;;14.15
9663 Pekela;295;225;70;2060;590;705;770;2.32;Pekela;;4779.2
9665 Pekela;1060;630;430;3680;1095;1170;1405;2.31;Pekela;;8500.8
9671 Winschoten;380;285;100;2210;1035;775;405;1.8;Winschoten;;3978
9672 Winschoten;20;20;0;220;65;90;65;2.25;Winschoten;;495
9673 Winschoten;695;410;280;1585;675;430;480;2.03;Winschoten;;3217.55
9674 Winschoten;265;180;85;1400;410;470;520;2.26;Winschoten;;3164
9675 Winschoten;840;550;290;3140;925;1045;1175;2.29;Winschoten;;7190.6
9677 Scheemda;120;100;25;615;120;215;285;2.57;Scheemda;;1580.55
9678 Scheemda;120;80;35;600;120;200;280;2.64;Scheemda;;1584
9679 Scheemda;315;250;65;2155;595;765;790;2.34;Scheemda;;5042.7
9681 Scheemda;135;115;25;895;210;290;400;2.54;Scheemda;;2273.3
9682 Scheemda;90;75;10;660;180;230;255;2.38;Scheemda;;1570.8
9684 Reiderland;285;245;40;1070;305;390;370;2.26;Reiderland;;2418.2
9686 Reiderland;260;205;55;970;280;330;360;2.29;Reiderland;;2221.3
9687 Reiderland;35;30;5;110;35;40;35;2.25;Reiderland;;247.5
9688 Reiderland;70;60;5;190;50;55;85;2.4;Reiderland;;456
9691 Reiderland;5;5;0;15;5;10;0;1.68;Reiderland;;25.2
9693 Reiderland;370;305;60;750;280;265;205;2.07;Reiderland;;1552.5
9695 Bellingwedde;755;460;295;1745;600;600;540;2.13;Bellingwedde;;3716.85
9696 Bellingwedde;25;20;5;75;25;30;20;2.21;Bellingwedde;;165.75
9697 Bellingwedde;230;185;45;1215;320;440;455;2.34;Bellingwedde;;2843.1
9698 Bellingwedde;85;80;5;550;120;225;200;2.4;Bellingwedde;;1320
9699 Bellingwedde;70;65;10;450;130;185;140;2.25;Bellingwedde;;1012.5
9711 Groningen;1475;920;555;6140;4940;920;280;1.26;Groningen;;7736.4
9712 Groningen;1305;845;455;6020;4860;880;285;1.26;Groningen;;7585.2
9713 Groningen;2080;980;1100;6910;4445;1535;930;1.5;Groningen;;10365
9714 Groningen;685;430;255;3420;2345;765;315;1.46;Groningen;;4993.2
9715 Groningen;2090;760;1325;5715;3905;1080;730;1.46;Groningen;;8343.9
9716 Groningen;910;265;645;2040;1300;395;355;1.55;Groningen;;3162
9717 Groningen;1035;685;345;3985;2500;885;605;1.59;Groningen;;6336.15
9718 Groningen;1380;915;470;5860;4245;1105;510;1.4;Groningen;;8204
9721 Groningen;1990;1170;820;5935;3210;1590;1130;1.73;Groningen;;10267.55
9722 Groningen;1140;740;395;4135;2325;1030;780;1.75;Groningen;;7236.25
9723 Groningen;335;235;95;1365;575;420;370;1.99;Groningen;;2716.35
9724 Groningen;730;515;215;3210;2175;685;350;1.48;Groningen;;4750.8
9725 Groningen;695;465;230;3610;2575;770;255;1.4;Groningen;;5054
9726 Groningen;525;325;200;2815;2140;495;175;1.32;Groningen;;3715.8
9727 Groningen;625;365;265;2940;1655;735;550;1.72;Groningen;;5056.8
9728 Groningen;1625;1005;625;5450;2725;1550;1175;1.83;Groningen;;9973.5
9731 Groningen;910;570;340;2970;615;955;1400;2.57;Groningen;;7632.9
9732 Groningen;1135;465;670;2330;795;575;960;2.24;Groningen;;5219.2
9733 Groningen;745;365;380;1670;670;375;625;2.11;Groningen;;3523.7
9734 Groningen;300;180;120;1145;245;340;560;2.58;Groningen;;2954.1
9735 Groningen;20;10;10;85;5;35;45;2.85;Groningen;;242.25
9736 Groningen;1830;735;1095;3120;1300;580;1245;2.17;Groningen;;6770.4
9737 Groningen;1375;620;755;3105;1330;645;1130;2.09;Groningen;;6489.45
9738 Groningen;40;15;20;165;40;50;75;2.64;Groningen;;435.6
9741 Groningen;2080;735;1345;4810;2905;1065;835;1.63;Groningen;;7840.3
9742 Groningen;2245;770;1480;4530;2455;1160;920;1.76;Groningen;;7972.8
9743 Groningen;2440;930;1505;5225;2410;1475;1340;1.95;Groningen;;10188.75
9744 Groningen;650;450;195;2475;660;825;990;2.37;Groningen;;5865.75
9745 Groningen;330;200;135;1390;410;485;495;2.29;Groningen;;3183.1
9746 Groningen;645;340;305;1600;165;510;925;2.9;Groningen;;4640
9747 Groningen;90;60;25;100;95;0;0;1.01;Groningen;;101
9749 Noordenveld;5;0;5;15;5;0;10;2.31;Noordenveld;;34.65
9751 Haren;855;560;300;2635;1040;885;705;2.07;Haren;;5454.45
9752 Haren;595;455;145;2515;1040;900;580;2;Haren;;5030
9753 Haren;590;400;195;2125;520;645;955;2.54;Haren;;5397.5
9755 Haren;40;30;10;260;40;100;120;2.75;Haren;;715
9756 Haren;140;115;20;575;130;225;225;2.47;Haren;;1420.25
9761 Tynaarlo;500;410;90;2875;850;985;1040;2.32;Tynaarlo;;6670
9765 Tynaarlo;315;220;95;1670;475;660;530;2.25;Tynaarlo;;3757.5
9766 Tynaarlo;35;20;10;130;35;55;45;2.34;Tynaarlo;;304.2
9771 Winsum;70;35;35;460;120;155;185;2.53;Winsum;;1163.8
9773 Winsum;5;5;0;40;5;10;20;3.02;Winsum;;120.8
9774 Winsum;40;30;5;270;60;110;100;2.43;Winsum;;656.1
9781 Bedum;455;325;130;3320;860;1080;1375;2.5;Bedum;;8300
9784 Bedum;15;15;0;110;25;30;55;2.78;Bedum;;305.8
9785 Bedum;65;55;5;450;120;145;185;2.46;Bedum;;1107
9791 Ten Boer;245;170;80;1615;375;535;710;2.61;Ten Boer;;4215.15
9792 Ten Boer;35;30;10;360;100;110;160;2.5;Ten Boer;;900
9793 Ten Boer;10;5;5;50;10;20;25;2.76;Ten Boer;;138
9794 Ten Boer;5;5;0;30;0;15;15;2.97;Ten Boer;;89.1
9795 Ten Boer;20;10;10;155;50;50;60;2.3;Ten Boer;;356.5
9796 Ten Boer;15;10;0;75;15;20;35;2.61;Ten Boer;;195.75
9797 Ten Boer;35;25;10;230;50;75;110;2.61;Ten Boer;;600.3
9798 Ten Boer;30;30;5;220;45;85;90;2.5;Ten Boer;;550
9801 Zuidhorn;440;325;120;2515;610;890;1015;2.56;Zuidhorn;;6438.4
9804 Zuidhorn;60;40;20;585;130;160;290;2.79;Zuidhorn;;1632.15
9805 Zuidhorn;25;20;10;145;20;50;80;2.9;Zuidhorn;;420.5
9811 Leek;10;5;5;105;20;30;55;3.04;Leek;;319.2
9812 Leek;0;0;0;15;5;5;10;3.32;Leek;;49.8
9821 Grootegast;55;45;15;380;75;95;205;2.86;Grootegast;;1086.8
9822 Grootegast;55;45;5;620;135;210;270;2.63;Grootegast;;1630.6
9824 Marum;15;15;0;180;50;50;85;2.59;Marum;;466.2
9825 Marum;5;5;0;70;10;30;35;2.91;Marum;;203.7
9827 Leek;5;5;0;60;5;25;30;3.17;Leek;;190.2
9828 Leek;45;30;10;265;50;85;130;2.61;Leek;;691.65
9831 Zuidhorn;170;130;40;950;230;305;415;2.57;Zuidhorn;;2441.5
9832 Zuidhorn;25;25;5;150;30;45;75;2.88;Zuidhorn;;432
9833 Zuidhorn;10;10;0;105;30;30;50;2.48;Zuidhorn;;260.4
9841 Zuidhorn;0;0;0;5;5;0;5;3;Zuidhorn;;15
9842 Zuidhorn;30;20;5;205;55;70;80;2.33;Zuidhorn;;477.65
9843 Zuidhorn;140;90;50;1110;310;345;460;2.48;Zuidhorn;;2752.8
9844 Zuidhorn;5;5;5;95;25;35;35;2.45;Zuidhorn;;232.75
9845 Zuidhorn;10;10;0;150;40;60;50;2.38;Zuidhorn;;357
9851 Kollumerland en Nieuwkruisland;20;15;0;250;65;80;100;2.42;Kollumerland en Nieuwkruisland;;605
9852 Kollumerland en Nieuwkruisland;15;10;0;85;20;35;30;2.37;Kollumerland en Nieuwkruisland;;201.45
9853 Kollumerland en Nieuwkruisland;35;35;0;230;70;80;80;2.31;Kollumerland en Nieuwkruisland;;531.3
9861 Grootegast;140;85;50;1355;365;445;550;2.49;Grootegast;;3373.95
9862 Grootegast;10;10;0;235;55;60;125;2.78;Grootegast;;653.3
9863 Grootegast;15;15;0;410;85;135;195;2.81;Grootegast;;1152.1
9864 Grootegast;25;15;5;270;60;95;115;2.56;Grootegast;;691.2
9865 Grootegast;85;65;20;870;170;290;415;2.7;Grootegast;;2349
9866 Grootegast;25;25;0;370;75;120;170;2.78;Grootegast;;1028.6
9871 Achtkarspelen;5;0;5;65;15;20;30;2.44;Achtkarspelen;;158.6
9872 Achtkarspelen;5;5;0;65;10;20;30;2.74;Achtkarspelen;;178.1
9873 Achtkarspelen;15;15;5;340;100;100;140;2.43;Achtkarspelen;;826.2
9881 Zuidhorn;15;10;0;140;40;50;55;2.43;Zuidhorn;;340.2
9882 Zuidhorn;5;0;0;95;25;35;35;2.47;Zuidhorn;;234.65
9883 Zuidhorn;60;45;15;610;170;170;270;2.66;Zuidhorn;;1622.6
9884 Zuidhorn;15;10;0;105;25;30;50;2.82;Zuidhorn;;296.1
9885 Zuidhorn;10;10;5;75;15;30;40;2.87;Zuidhorn;;215.25
9886 Zuidhorn;0;5;0;50;10;20;15;2.3;Zuidhorn;;115
9891 Winsum;55;45;10;385;125;115;145;2.31;Winsum;;889.35
9892 Winsum;15;10;5;125;40;40;50;2.36;Winsum;;295
9893 Winsum;45;45;5;195;50;75;65;2.29;Winsum;;446.55
9901 Appingedam;310;235;75;2085;835;760;485;1.98;Appingedam;;4128.3
9902 Appingedam;1010;595;415;2625;770;890;960;2.26;Appingedam;;5932.5
9903 Appingedam;155;115;45;770;135;245;385;2.66;Appingedam;;2048.2
9904 Delfzijl;10;10;0;55;10;30;20;2.28;Delfzijl;;125.4
9905 Delfzijl;60;40;20;460;80;185;195;2.53;Delfzijl;;1163.8
9906 Delfzijl;40;40;0;290;75;85;125;2.54;Delfzijl;;736.6
9907 Delfzijl;10;5;0;75;15;25;40;2.73;Delfzijl;;204.75
9908 Delfzijl;20;20;0;145;40;45;55;2.37;Delfzijl;;343.65
9909 Delfzijl;90;65;25;590;135;220;235;2.47;Delfzijl;;1457.3
9911 Loppersum;10;10;5;90;15;35;40;2.59;Loppersum;;233.1
9912 Loppersum;10;10;5;110;25;35;45;2.48;Loppersum;;272.8
9913 Loppersum;5;5;0;50;15;25;15;2.13;Loppersum;;106.5
9914 Loppersum;40;30;10;215;55;60;100;2.57;Loppersum;;552.55
9915 Loppersum;45;35;15;350;85;115;145;2.47;Loppersum;;864.5
9917 Loppersum;45;35;10;240;55;85;100;2.47;Loppersum;;592.8
9918 Loppersum;30;15;15;260;60;90;115;2.56;Loppersum;;665.6
9919 Loppersum;130;70;60;1125;330;365;420;2.37;Loppersum;;2666.25
9921 Loppersum;65;50;15;440;115;140;185;2.53;Loppersum;;1113.2
9922 Loppersum;20;20;0;170;35;65;70;2.6;Loppersum;;442
9923 Loppersum;25;20;0;95;25;35;35;2.39;Loppersum;;227.05
9924 Loppersum;0;0;0;5;0;10;5;3.11;Loppersum;;15.55
9925 Eemsmond;0;0;0;5;0;5;5;5;Eemsmond;;25
9931 Delfzijl;880;250;635;915;250;270;400;2.45;Delfzijl;;2241.75
9932 Delfzijl;1175;530;645;2050;565;585;895;2.45;Delfzijl;;5022.5
9933 Delfzijl;1310;410;895;2295;950;680;665;2.03;Delfzijl;;4658.85
9934 Delfzijl;475;355;115;2540;915;1020;605;2.04;Delfzijl;;5181.6
9936 Delfzijl;265;210;55;885;300;315;270;2.17;Delfzijl;;1920.45
9937 Delfzijl;30;30;5;255;40;100;110;2.59;Delfzijl;;660.45
9939 Slochteren;25;20;0;130;30;50;55;2.5;Slochteren;;325
9942 Scheemda;20;20;5;55;25;15;20;2.19;Scheemda;;120.45
9943 Scheemda;35;30;0;170;50;55;70;2.43;Scheemda;;413.1
9944 Scheemda;95;85;10;615;170;230;215;2.26;Scheemda;;1389.9
9945 Delfzijl;75;55;25;775;180;290;300;2.41;Delfzijl;;1867.75
9946 Delfzijl;85;75;10;420;80;160;175;2.52;Delfzijl;;1058.4
9947 Delfzijl;35;25;0;175;40;60;80;2.42;Delfzijl;;423.5
9948 Delfzijl;30;30;5;165;45;65;50;2.23;Delfzijl;;367.95
9949 Delfzijl;20;20;0;65;20;20;25;2.52;Delfzijl;;163.8
9951 Winsum;500;295;210;2960;735;965;1255;2.52;Winsum;;7459.2
9953 Winsum;90;70;20;770;240;230;300;2.36;Winsum;;1817.2
9954 Winsum;5;5;0;40;10;15;10;2.33;Winsum;;93.2
9955 Winsum;5;0;0;95;30;30;40;2.38;Winsum;;226.1
9956 Winsum;30;35;0;220;75;65;80;2.26;Winsum;;497.2
9957 Winsum;5;0;0;25;5;5;10;2.86;Winsum;;71.5
9959 Bedum;25;20;5;270;75;100;95;2.44;Bedum;;658.8
9961 De Marne;20;20;0;90;35;25;30;2.23;De Marne;;200.7
9962 De Marne;5;5;0;45;15;20;10;1.94;De Marne;;87.3
9963 De Marne;20;15;0;130;50;45;35;2.11;De Marne;;274.3
9964 De Marne;55;40;15;370;125;105;140;2.3;De Marne;;851
9965 De Marne;100;60;35;775;235;235;305;2.42;De Marne;;1875.5
9966 De Marne;20;15;5;75;25;30;20;2.22;De Marne;;166.5
9967 De Marne;105;65;40;685;215;240;235;2.29;De Marne;;1568.65
9968 De Marne;30;25;5;210;70;75;60;2.11;De Marne;;443.1
9969 De Marne;15;15;5;140;50;50;40;2.09;De Marne;;292.6
9971 De Marne;300;95;205;795;315;185;295;2.26;De Marne;;1796.7
9972 De Marne;0;0;0;30;10;10;10;2.5;De Marne;;75
9973 De Marne;10;10;5;105;30;45;35;2.56;De Marne;;268.8
9974 De Marne;55;45;10;515;150;175;190;2.34;De Marne;;1205.1
9975 De Marne;10;10;0;90;25;30;35;2.48;De Marne;;223.2
9976 De Marne;10;10;0;100;30;60;10;1.89;De Marne;;189
9977 De Marne;75;65;10;550;165;200;190;2.28;De Marne;;1254
9978 De Marne;20;20;0;85;20;30;30;2.49;De Marne;;211.65
9979 Eemsmond;0;0;0;0;0;0;0;2.25;Eemsmond;;0
9981 Eemsmond;300;180;120;2405;780;800;825;2.25;Eemsmond;;5411.25
9982 Eemsmond;120;75;50;1350;380;465;500;2.42;Eemsmond;;3267
9983 Eemsmond;75;45;25;515;145;150;215;2.57;Eemsmond;;1323.55
9984 Eemsmond;25;25;0;105;25;40;35;2.5;Eemsmond;;262.5
9985 Eemsmond;0;0;0;45;10;10;25;3.1;Eemsmond;;139.5
9986 Eemsmond;5;0;0;45;10;15;15;2.3;Eemsmond;;103.5
9987 Loppersum;10;10;5;110;35;40;35;2.15;Loppersum;;236.5
9988 Eemsmond;115;85;30;665;200;235;235;2.33;Eemsmond;;1549.45
9989 Eemsmond;145;110;40;1035;295;345;390;2.38;Eemsmond;;2463.3
9991 Loppersum;175;135;35;970;300;300;370;2.4;Loppersum;;2328
9992 Loppersum;10;10;0;60;15;20;25;2.42;Loppersum;;145.2
9993 Loppersum;10;5;0;50;10;15;25;3.04;Loppersum;;152
9994 Loppersum;5;5;5;45;5;15;20;2.96;Loppersum;;133.2
9995 Eemsmond;40;35;5;280;85;85;120;2.57;Eemsmond;;719.6
9996 Eemsmond;10;5;0;35;5;15;10;2.39;Eemsmond;;83.65
9997 Eemsmond;35;20;15;255;50;95;110;2.53;Eemsmond;;645.15
9998 Eemsmond;10;10;0;70;15;20;30;2.57;Eemsmond;;179.9
9999 Eemsmond;10;15;0;45;5;20;15;2.77;Eemsmond;;124.65
Totaal Appingedam;1479;947;532;5481;1747;1897;1837;2.21;Appingedam;;12113.01
Totaal Bedum;562;418;144;4151;1081;1357;1713;2.5;Bedum;;10377.5
Totaal Bellingwedde;1225;857;368;4299;1281;1574;1444;2.25;Bellingwedde;;9672.75
Totaal Ten Boer;398;283;115;2745;642;899;1204;2.58;Ten Boer;;7082.1
Totaal Delfzijl;4619;2175;2444;12158;3746;4154;4258;2.27;Delfzijl;;27598.66
Totaal Groningen;33453;17079;16374;104288;60036;23907;20345;1.71;Groningen;;178332.48
Totaal Grootegast;407;299;108;4517;1026;1448;2043;2.65;Grootegast;;11970.05
Totaal Haren;2271;1600;671;8356;2828;2838;2690;2.23;Haren;;18633.88
Totaal Hoogezand-Sappemeer;5880;2312;3568;14979;4797;4931;5251;2.25;Hoogezand-Sappemeer;;33702.75
Totaal Leek;1290;842;448;7566;1964;2575;3027;2.45;Leek;;18536.7
Totaal Loppersum;632;458;174;4392;1187;1460;1745;2.45;Loppersum;;10760.4
Totaal Marum;548;411;137;3862;875;1291;1696;2.59;Marum;;10002.58
Totaal Almere;61890;17063;44827;71633;19731;18157;33745;2.48;Almere;;177649.84
Totaal Stadskanaal;2801;1739;1062;14598;4396;5000;5202;2.31;Stadskanaal;;33721.38
Totaal Scheemda;927;756;171;5769;1455;1995;2319;2.42;Scheemda;;13960.98
Totaal Slochteren;809;627;182;6000;1480;2102;2418;2.47;Slochteren;;14820
Totaal Veendam;3063;1344;1719;12206;3557;4200;4449;2.3;Veendam;;28073.8
Totaal Vlagtwedde;1348;988;360;7128;2028;2587;2513;2.31;Vlagtwedde;;16465.68
Totaal Zeewolde;2100;1430;670;7074;1518;2006;3550;2.74;Zeewolde;;19382.76
Totaal Skarsterlân;1392;1021;371;10779;2872;3619;4288;2.49;SkarsterlÔn;;26839.71
Totaal Winschoten;2199;1443;756;8561;3108;2803;2650;2.11;Winschoten;;18063.71
Totaal Winsum;865;576;289;5614;1517;1830;2267;2.46;Winsum;;13810.44
Totaal Boarnsterhim;1013;718;295;8020;2310;2672;3038;2.38;Boarnsterhim;;19087.6
Totaal Zuidhorn;1026;749;277;7082;1750;2322;3010;2.58;Zuidhorn;;18271.56
Totaal Dongeradeel;1836;1008;828;10234;3138;3195;3901;2.41;Dongeradeel;;24663.94
Totaal Achtkarspelen;842;573;269;11170;2844;3538;4788;2.51;Achtkarspelen;;28036.7
Totaal Ameland;195;148;47;1485;498;441;546;2.31;Ameland;;3430.35
Totaal het Bildt;887;501;386;4552;1386;1393;1773;2.39;het Bildt;;10879.28
Totaal Bolsward;754;410;344;4077;1357;1299;1421;2.28;Bolsward;;9295.56
Totaal Dantumadeel;573;400;173;7480;1821;2392;3267;2.58;Dantumadeel;;19298.4
Totaal Franekeradeel;1786;1014;772;8741;2745;2762;3234;2.34;Franekeradeel;;20453.94
Totaal Harlingen;1819;1188;631;6765;2236;2167;2362;2.24;Harlingen;;15153.6
Totaal Heerenveen;4497;2305;2192;18901;6313;6250;6338;2.24;Heerenveen;;42338.24
Totaal Kollumerland en Nieuwkruisland;416;300;116;5187;1391;1685;2111;2.49;Kollumerland en Nieuwkruisland;;12915.63
Totaal Leeuwarden;14619;6509;8110;47018;22095;12844;12079;1.93;Leeuwarden;;90744.74
Totaal Leeuwarderadeel;695;438;257;4024;881;1440;1703;2.56;Leeuwarderadeel;;10301.44
Totaal Lemsterland;1367;822;545;5563;1587;1846;2130;2.4;Lemsterland;;13351.2
Totaal Menaldumadeel;610;456;154;5568;1443;1847;2278;2.49;Menaldumadeel;;13864.32
Totaal Ooststellingwerf;1637;1198;439;10760;2928;3764;4068;2.39;Ooststellingwerf;;25716.4
Totaal Opsterland;1406;995;411;11704;3084;3966;4654;2.48;Opsterland;;29025.92
Totaal Schiermonnikoog;66;49;17;490;207;168;115;2.01;Schiermonnikoog;;984.9
Totaal Smallingerland;5315;2827;2488;23416;7546;7465;8405;2.31;Smallingerland;;54090.96
Totaal Sneek;3358;2110;1248;14404;4905;4517;4982;2.24;Sneek;;32264.96
Totaal Terschelling;317;250;67;2270;962;671;637;2.06;Terschelling;;4676.2
Totaal Vlieland;121;110;11;531;219;142;170;2.09;Vlieland;;1109.79
Totaal Weststellingwerf;1747;1029;718;10763;3068;3784;3911;2.35;Weststellingwerf;;25293.05
Totaal Nijefurd;610;484;126;4591;1417;1579;1595;2.35;Nijefurd;;10788.85
Totaal Assen;8728;5173;3555;27108;9043;8231;9834;2.28;Assen;;61806.24
Totaal Coevorden;2750;1892;858;15025;4063;5285;5677;2.38;Coevorden;;35759.5
Totaal Emmen;11285;7287;3998;46090;13516;15517;17057;2.32;Emmen;;106928.8
Totaal Hoogeveen;4653;2938;1715;22277;6509;7156;8612;2.4;Hoogeveen;;53464.8
Totaal Meppel;3116;1595;1521;13237;4410;4153;4674;2.27;Meppel;;30047.99
Totaal Littenseradiel;475;390;85;4161;1026;1300;1835;2.58;Littenseradiel;;10735.38
Totaal Almelo;16634;7075;9559;30718;9833;9368;11517;2.32;Almelo;;71265.76
Totaal Borne;2242;1375;867;8226;2086;2800;3340;2.48;Borne;;20400.48
Totaal Dalfsen;962;648;314;9746;2120;3184;4442;2.7;Dalfsen;;26314.2
Totaal Deventer;20343;8346;11997;43635;16497;12822;14316;2.18;Deventer;;95124.3
Totaal Enschede;41015;19129;21886;73707;30991;20859;21857;2.07;Enschede;;152573.49
Totaal Haaksbergen;2870;1807;1063;9477;2227;3243;4007;2.54;Haaksbergen;;24071.58
Totaal Hardenberg;3143;2208;935;21343;4896;6735;9712;2.68;Hardenberg;;57199.24
Totaal Hellendoorn;2125;1500;625;13765;3230;4552;5983;2.59;Hellendoorn;;35651.35
Totaal Hengelo;16566;8000;8566;36219;12939;11004;12276;2.22;Hengelo;;80406.18
Totaal Kampen;3888;1782;2106;19436;5710;5820;7906;2.51;Kampen;;48784.36
Totaal Losser;3252;2799;453;8527;1920;2958;3649;2.58;Losser;;21999.66
Totaal Noordoostpolder;4942;2301;2641;18113;5113;5695;7305;2.5;Noordoostpolder;;45282.5
Totaal Oldenzaal;4630;2612;2018;12985;3750;4358;4877;2.37;Oldenzaal;;30774.45
Totaal Ommen;866;571;295;6686;1732;2214;2740;2.55;Ommen;;17049.3
Totaal Raalte;2200;1209;991;14301;3547;4637;6117;2.57;Raalte;;36753.57
Totaal Staphorst;395;221;174;4953;936;1305;2712;3.17;Staphorst;;15701.01
Totaal Tubbergen;890;733;157;6955;1366;1915;3674;2.94;Tubbergen;;20447.7
Totaal Urk;427;187;240;4898;891;929;3078;3.54;Urk;;17338.92
Totaal Wierden;1606;1217;389;8684;1874;2785;4025;2.7;Wierden;;23446.8
Totaal Zwolle;16975;7376;9599;51465;20253;14677;16535;2.16;Zwolle;;111164.4
Totaal Rijnwaarden;1289;1103;186;4403;983;1564;1856;2.49;Rijnwaarden;;10963.47
Totaal Aalten;3417;2593;824;10928;2938;3587;4403;2.48;Aalten;;27101.44
Totaal Apeldoorn;23162;12305;10857;66388;21534;21147;23707;2.3;Apeldoorn;;152692.4
Totaal Arnhem;40570;16111;24459;70869;32682;18367;19820;1.97;Arnhem;;139611.93
Totaal Barneveld;3694;2046;1648;17878;4410;5230;8238;2.79;Barneveld;;49879.62
Totaal Beuningen;2754;1893;861;9685;2256;2958;4471;2.56;Beuningen;;24793.6
Totaal Brummen;2330;1301;1029;8509;2033;3059;3417;2.48;Brummen;;21102.32
Totaal Buren;1451;1148;303;9818;2092;3456;4270;2.59;Buren;;25428.62
Totaal Culemborg;5560;2227;3333;10973;3116;3222;4635;2.46;Culemborg;;26993.58
Totaal Doesburg;2206;1123;1083;4881;1435;1560;1886;2.35;Doesburg;;11470.35
Totaal Doetinchem;7651;4323;3328;23977;7328;7786;8863;2.34;Doetinchem;;56106.18
Totaal Druten;1957;992;965;6830;1513;2288;3029;2.57;Druten;;17553.1
Totaal Duiven;3023;2110;913;9780;2111;3083;4586;2.61;Duiven;;25525.8
Totaal Ede;14953;7478;7475;42650;13090;12691;16869;2.48;Ede;;105772
Totaal Elburg;1101;708;393;8218;1915;2610;3693;2.65;Elburg;;21777.7
Totaal Epe;3542;2056;1486;13351;3614;4597;5140;2.44;Epe;;32576.44
Totaal Ermelo;2270;1395;875;10436;3344;3208;3884;2.43;Ermelo;;25359.48
Totaal Geldermalsen;1924;1164;760;10032;2317;3298;4417;2.59;Geldermalsen;;25982.88
Totaal Groenlo;2412;1652;760;11407;2695;3883;4829;2.57;Groenlo;;29315.99
Totaal Groesbeek;2239;1880;359;7459;1939;2554;2966;2.43;Groesbeek;;18125.37
Totaal Harderwijk;6444;2445;3999;16677;4954;4917;6806;2.45;Harderwijk;;40858.65
Totaal Hattem;752;486;266;4655;1189;1629;1837;2.49;Hattem;;11590.95
Totaal Heerde;1294;658;636;7209;1867;2408;2934;2.5;Heerde;;18022.5
Totaal Heumen;1946;1477;469;6558;1551;2158;2849;2.54;Heumen;;16657.32
Totaal Lochem;2963;1838;1125;13348;3440;5010;4898;2.42;Lochem;;32302.16
Totaal Maasdriel;1504;1043;461;8928;1988;2831;4109;2.62;Maasdriel;;23391.36
Totaal Millingen aan de Rijn;858;768;90;2348;571;789;988;2.47;Millingen aan de Rijn;;5799.56
Totaal Nijkerk;3541;1667;1874;14865;3712;4783;6370;2.58;Nijkerk;;38351.7
Totaal Nijmegen;38307;19102;19205;83873;43352;19582;20939;1.87;Nijmegen;;156842.51
Totaal Oldebroek;964;555;409;7925;1544;2381;4000;2.84;Oldebroek;;22507
Totaal Putten;1358;818;540;8548;2098;2646;3804;2.68;Putten;;22908.64
Totaal Renkum;4233;2830;1403;13969;4876;4640;4453;2.18;Renkum;;30452.42
Totaal Rheden;6135;3881;2254;20136;7290;6743;6103;2.14;Rheden;;43091.04
Totaal Rozendaal;200;151;49;632;136;286;210;2.38;Rozendaal;;1504.16
Totaal Scherpenzeel;476;334;142;3338;833;1073;1432;2.65;Scherpenzeel;;8845.7
Totaal Tiel;8889;3499;5390;16795;4962;5023;6810;2.41;Tiel;;40475.95
